device_id,screen_on_timestamp_unix,screen_on_timestamp_dt,screen_off_timestamp_unix,screen_off_timestamp_dt,screen_duration,unique_foreground_app_count,foreground_app_count,foreground_app_switch_count,foreground_app_switch_per_hour,foreground_app_duration_sum,foreground_app_duration_mean,unique_foreground_app_duration_max,concentration_ratio,foreground_apps_and_durations,unique_foreground_apps_and_durations
70a09b5174d07fff,1671752171,2022-12-22 23:36,1671752173,2022-12-22 23:36,2,1,1,0,0,2,2,2,1,144:02:00,144:02:00
70a09b5174d07fff,1671752218,2022-12-22 23:36,1671752219,2022-12-22 23:36,1,1,1,0,0,1,1,1,1,144:01:00,144:01:00
70a09b5174d07fff,1671752364,2022-12-22 23:39,1671752367,2022-12-22 23:39,3,1,1,0,0,3,3,3,1,144:03:00,144:03:00
70a09b5174d07fff,1671752369,2022-12-22 23:39,1671752372,2022-12-22 23:39,3,1,1,0,0,3,3,3,1,144:03:00,144:03:00
70a09b5174d07fff,1671752488,2022-12-22 23:41,1671752490,2022-12-22 23:41,2,1,1,0,0,2,2,2,1,144:02:00,144:02:00
70a09b5174d07fff,1671752527,2022-12-22 23:42,1671752528,2022-12-22 23:42,1,1,1,0,0,1,1,1,1,144:01:00,144:01:00
70a09b5174d07fff,1671752691,2022-12-22 23:44,1671752695,2022-12-22 23:44,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
70a09b5174d07fff,1671752749,2022-12-22 23:45,1671752752,2022-12-22 23:45,3,1,1,0,0,3,3,3,1,144:03:00,144:03:00
70a09b5174d07fff,1671752757,2022-12-22 23:45,1671752761,2022-12-22 23:46,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
70a09b5174d07fff,1671752780,2022-12-22 23:46,1671752785,2022-12-22 23:46,5,1,1,0,0,5,5,5,1,144:05:00,144:05:00
70a09b5174d07fff,1671752854,2022-12-22 23:47,1671752859,2022-12-22 23:47,5,1,1,0,0,5,5,5,1,144:05:00,144:05:00
70a09b5174d07fff,1671752955,2022-12-22 23:49,1671752959,2022-12-22 23:49,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
70a09b5174d07fff,1671752965,2022-12-22 23:49,1671752970,2022-12-22 23:49,5,1,1,0,0,5,5,5,1,144:05:00,144:05:00
70a09b5174d07fff,1671752993,2022-12-22 23:49,1671752998,2022-12-22 23:49,5,1,1,0,0,5,5,5,1,144:05:00,144:05:00
70a09b5174d07fff,1671753021,2022-12-22 23:50,1671753026,2022-12-22 23:50,5,1,1,0,0,5,5,5,1,144:05:00,144:05:00
70a09b5174d07fff,1671753054,2022-12-22 23:50,1671753058,2022-12-22 23:50,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
70a09b5174d07fff,1671753071,2022-12-22 23:51,1671753075,2022-12-22 23:51,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
70a09b5174d07fff,1671753209,2022-12-22 23:53,1671753213,2022-12-22 23:53,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
70a09b5174d07fff,1671753264,2022-12-22 23:54,1671753269,2022-12-22 23:54,5,1,1,0,0,5,5,5,1,144:05:00,144:05:00
70a09b5174d07fff,1671753271,2022-12-22 23:54,1671753275,2022-12-22 23:54,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
70a09b5174d07fff,1671753292,2022-12-22 23:54,1671753296,2022-12-22 23:54,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
70a09b5174d07fff,1671753298,2022-12-22 23:54,1671753303,2022-12-22 23:55,5,1,1,0,0,5,5,5,1,144:05:00,144:05:00
70a09b5174d07fff,1671753308,2022-12-22 23:55,1671753312,2022-12-22 23:55,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
70a09b5174d07fff,1671753397,2022-12-22 23:56,1671753401,2022-12-22 23:56,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
70a09b5174d07fff,1671753433,2022-12-22 23:57,1671753437,2022-12-22 23:57,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
70a09b5174d07fff,1671753457,2022-12-22 23:57,1671753462,2022-12-22 23:57,5,1,1,0,0,5,5,5,1,144:05:00,144:05:00
70a09b5174d07fff,1672213205,2022-12-28 7:40,1672213211,2022-12-28 7:40,6,1,1,0,0,6,6,6,1,152:06:00,152:06:00
70a09b5174d07fff,1672228801,2022-12-28 12:00,1672229062,2022-12-28 12:04,261,2,2,1,13.79310345,261,130.5,259,0.992337165,152:2|146:259,146:259|152:2
70a09b5174d07fff,1672232268,2022-12-28 12:57,1672232273,2022-12-28 12:57,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672232603,2022-12-28 13:03,1672234456,2022-12-28 13:34,1853,1,1,0,0,1853,1853,1853,1,146:1853,146:1853
70a09b5174d07fff,1672236314,2022-12-28 14:05,1672236319,2022-12-28 14:05,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672240113,2022-12-28 15:08,1672240119,2022-12-28 15:08,6,1,1,0,0,6,6,6,1,146:06:00,146:06:00
70a09b5174d07fff,1672240712,2022-12-28 15:18,1672240727,2022-12-28 15:18,15,1,1,0,0,15,15,15,1,146:15:00,146:15:00
70a09b5174d07fff,1672240728,2022-12-28 15:18,1672240739,2022-12-28 15:18,11,1,1,0,0,11,11,11,1,146:11:00,146:11:00
70a09b5174d07fff,1672242893,2022-12-28 15:54,1672242899,2022-12-28 15:54,6,1,1,0,0,6,6,6,1,146:06:00,146:06:00
70a09b5174d07fff,1672244277,2022-12-28 16:17,1672244283,2022-12-28 16:18,6,1,1,0,0,6,6,6,1,146:06:00,146:06:00
70a09b5174d07fff,1672248080,2022-12-28 17:21,1672248088,2022-12-28 17:21,8,1,1,0,0,8,8,8,1,146:08:00,146:08:00
70a09b5174d07fff,1672251631,2022-12-28 18:20,1672251649,2022-12-28 18:20,18,1,1,0,0,18,18,18,1,146:18:00,146:18:00
70a09b5174d07fff,1672253693,2022-12-28 18:54,1672253699,2022-12-28 18:54,6,1,1,0,0,6,6,6,1,146:06:00,146:06:00
70a09b5174d07fff,1672255853,2022-12-28 19:30,1672255859,2022-12-28 19:30,6,1,1,0,0,6,6,6,1,146:06:00,146:06:00
70a09b5174d07fff,1672256348,2022-12-28 19:39,1672256352,2022-12-28 19:39,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672256468,2022-12-28 19:41,1672256490,2022-12-28 19:41,22,1,1,0,0,22,22,22,1,146:22:00,146:22:00
70a09b5174d07fff,1672256491,2022-12-28 19:41,1672256495,2022-12-28 19:41,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672258651,2022-12-28 20:17,1672258658,2022-12-28 20:17,7,1,1,0,0,7,7,7,1,146:07:00,146:07:00
70a09b5174d07fff,1672260038,2022-12-28 20:40,1672260044,2022-12-28 20:40,6,1,1,0,0,6,6,6,1,146:06:00,146:06:00
70a09b5174d07fff,1672268708,2022-12-28 23:05,1672268720,2022-12-28 23:05,12,1,1,0,0,12,12,12,1,146:12:00,146:12:00
70a09b5174d07fff,1672268730,2022-12-28 23:05,1672268742,2022-12-28 23:05,12,1,1,0,0,12,12,12,1,146:12:00,146:12:00
70a09b5174d07fff,1672268760,2022-12-28 23:06,1672268764,2022-12-28 23:06,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672268785,2022-12-28 23:06,1672268789,2022-12-28 23:06,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672268936,2022-12-28 23:08,1672268943,2022-12-28 23:09,7,1,1,0,0,7,7,7,1,146:07:00,146:07:00
70a09b5174d07fff,1672447905,2022-12-31 0:51,1672447911,2022-12-31 0:51,6,1,1,0,0,6,6,6,1,152:06:00,152:06:00
70a09b5174d07fff,1672469537,2022-12-31 6:52,1672469543,2022-12-31 6:52,6,1,1,0,0,6,6,6,1,152:06:00,152:06:00
70a09b5174d07fff,1672486572,2022-12-31 11:36,1672490915,2022-12-31 12:48,4343,3,3,2,1.657840203,4343,1447.666667,3170,0.7299102,152:2|144:1171|146:3170,146:3170|144:1171|152:2
70a09b5174d07fff,1672490917,2022-12-31 12:48,1672490922,2022-12-31 12:48,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672491399,2022-12-31 12:56,1672491405,2022-12-31 12:56,6,1,1,0,0,6,6,6,1,146:06:00,146:06:00
70a09b5174d07fff,1672492014,2022-12-31 13:06,1672492018,2022-12-31 13:06,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672492142,2022-12-31 13:09,1672492147,2022-12-31 13:09,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672492181,2022-12-31 13:09,1672492185,2022-12-31 13:09,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672492221,2022-12-31 13:10,1672492225,2022-12-31 13:10,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672492332,2022-12-31 13:12,1672492336,2022-12-31 13:12,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672492365,2022-12-31 13:12,1672492370,2022-12-31 13:12,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672492407,2022-12-31 13:13,1672492412,2022-12-31 13:13,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672492441,2022-12-31 13:14,1672492445,2022-12-31 13:14,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672492726,2022-12-31 13:18,1672492730,2022-12-31 13:18,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672492833,2022-12-31 13:20,1672492837,2022-12-31 13:20,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672492861,2022-12-31 13:21,1672492865,2022-12-31 13:21,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672493095,2022-12-31 13:24,1672493100,2022-12-31 13:25,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672493106,2022-12-31 13:25,1672493110,2022-12-31 13:25,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672493173,2022-12-31 13:26,1672493176,2022-12-31 13:26,3,1,1,0,0,3,3,3,1,146:03:00,146:03:00
70a09b5174d07fff,1672493963,2022-12-31 13:39,1672493967,2022-12-31 13:39,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672493968,2022-12-31 13:39,1672493972,2022-12-31 13:39,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672493997,2022-12-31 13:39,1672494001,2022-12-31 13:40,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672494008,2022-12-31 13:40,1672494012,2022-12-31 13:40,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672494056,2022-12-31 13:40,1672494061,2022-12-31 13:41,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672494136,2022-12-31 13:42,1672494141,2022-12-31 13:42,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672494286,2022-12-31 13:44,1672494291,2022-12-31 13:44,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672494638,2022-12-31 13:50,1672494644,2022-12-31 13:50,6,1,1,0,0,6,6,6,1,152:06:00,152:06:00
70a09b5174d07fff,1672494759,2022-12-31 13:52,1672494763,2022-12-31 13:52,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672494779,2022-12-31 13:52,1672494784,2022-12-31 13:53,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672494823,2022-12-31 13:53,1672494828,2022-12-31 13:53,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672494900,2022-12-31 13:55,1672494905,2022-12-31 13:55,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672494922,2022-12-31 13:55,1672494927,2022-12-31 13:55,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672494979,2022-12-31 13:56,1672494983,2022-12-31 13:56,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672494985,2022-12-31 13:56,1672494990,2022-12-31 13:56,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672494996,2022-12-31 13:56,1672495001,2022-12-31 13:56,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672495138,2022-12-31 13:58,1672495142,2022-12-31 13:59,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672495143,2022-12-31 13:59,1672495148,2022-12-31 13:59,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672495184,2022-12-31 13:59,1672495189,2022-12-31 13:59,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672495190,2022-12-31 13:59,1672495194,2022-12-31 13:59,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672495200,2022-12-31 14:00,1672495204,2022-12-31 14:00,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672495208,2022-12-31 14:00,1672495213,2022-12-31 14:00,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672495250,2022-12-31 14:00,1672495255,2022-12-31 14:00,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672495259,2022-12-31 14:00,1672495263,2022-12-31 14:01,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672495274,2022-12-31 14:01,1672495278,2022-12-31 14:01,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672495344,2022-12-31 14:02,1672495349,2022-12-31 14:02,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672495426,2022-12-31 14:03,1672495430,2022-12-31 14:03,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672495892,2022-12-31 14:11,1672495897,2022-12-31 14:11,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672496133,2022-12-31 14:15,1672496138,2022-12-31 14:15,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672498281,2022-12-31 14:51,1672498287,2022-12-31 14:51,6,1,1,0,0,6,6,6,1,152:06:00,152:06:00
70a09b5174d07fff,1672498676,2022-12-31 14:57,1672498681,2022-12-31 14:58,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672499094,2022-12-31 15:04,1672499099,2022-12-31 15:04,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672499363,2022-12-31 15:09,1672499480,2022-12-31 15:11,117,1,1,0,0,117,117,117,1,152:117,152:117
70a09b5174d07fff,1672499580,2022-12-31 15:13,1672499584,2022-12-31 15:13,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672499931,2022-12-31 15:18,1672499935,2022-12-31 15:18,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672500127,2022-12-31 15:22,1672500132,2022-12-31 15:22,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672500263,2022-12-31 15:24,1672500268,2022-12-31 15:24,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672500435,2022-12-31 15:27,1672500440,2022-12-31 15:27,5,1,1,0,0,5,5,5,1,152:05:00,152:05:00
70a09b5174d07fff,1672500641,2022-12-31 15:30,1672500645,2022-12-31 15:30,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672500706,2022-12-31 15:31,1672500710,2022-12-31 15:31,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
70a09b5174d07fff,1672500735,2022-12-31 15:32,1672506794,2022-12-31 17:13,6059,2,2,1,0.594157452,6059,3029.5,6055,0.999339825,152:4|146:6055,146:6055|152:4
70a09b5174d07fff,1672506797,2022-12-31 17:13,1672506802,2022-12-31 17:13,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672507394,2022-12-31 17:23,1672507398,2022-12-31 17:23,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672509151,2022-12-31 17:52,1672509157,2022-12-31 17:52,6,1,1,0,0,6,6,6,1,146:06:00,146:06:00
70a09b5174d07fff,1672511217,2022-12-31 18:26,1672511221,2022-12-31 18:27,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672512422,2022-12-31 18:47,1672512426,2022-12-31 18:47,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672512428,2022-12-31 18:47,1672512433,2022-12-31 18:47,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672513328,2022-12-31 19:02,1672513333,2022-12-31 19:02,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672514161,2022-12-31 19:16,1672514167,2022-12-31 19:16,6,1,1,0,0,6,6,6,1,146:06:00,146:06:00
70a09b5174d07fff,1672519796,2022-12-31 20:49,1672519800,2022-12-31 20:50,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672519804,2022-12-31 20:50,1672519809,2022-12-31 20:50,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672519815,2022-12-31 20:50,1672519819,2022-12-31 20:50,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672519833,2022-12-31 20:50,1672519838,2022-12-31 20:50,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672519887,2022-12-31 20:51,1672519891,2022-12-31 20:51,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672519993,2022-12-31 20:53,1672519998,2022-12-31 20:53,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672519999,2022-12-31 20:53,1672520022,2022-12-31 20:53,23,1,1,0,0,23,23,23,1,146:23:00,146:23:00
70a09b5174d07fff,1672520118,2022-12-31 20:55,1672520122,2022-12-31 20:55,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672520146,2022-12-31 20:55,1672520150,2022-12-31 20:55,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672520182,2022-12-31 20:56,1672520202,2022-12-31 20:56,20,1,1,0,0,20,20,20,1,146:20:00,146:20:00
70a09b5174d07fff,1672520203,2022-12-31 20:56,1672520207,2022-12-31 20:56,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672520261,2022-12-31 20:57,1672520265,2022-12-31 20:57,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672520278,2022-12-31 20:57,1672520283,2022-12-31 20:58,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672520366,2022-12-31 20:59,1672520371,2022-12-31 20:59,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672520381,2022-12-31 20:59,1672520386,2022-12-31 20:59,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672520445,2022-12-31 21:00,1672520449,2022-12-31 21:00,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672520479,2022-12-31 21:01,1672520483,2022-12-31 21:01,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672520484,2022-12-31 21:01,1672520488,2022-12-31 21:01,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672520525,2022-12-31 21:02,1672520530,2022-12-31 21:02,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672520660,2022-12-31 21:04,1672520664,2022-12-31 21:04,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672520666,2022-12-31 21:04,1672520670,2022-12-31 21:04,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672520785,2022-12-31 21:06,1672520790,2022-12-31 21:06,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672520888,2022-12-31 21:08,1672520892,2022-12-31 21:08,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672520894,2022-12-31 21:08,1672520897,2022-12-31 21:08,3,1,1,0,0,3,3,3,1,146:03:00,146:03:00
70a09b5174d07fff,1672520980,2022-12-31 21:09,1672520985,2022-12-31 21:09,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672521901,2022-12-31 21:25,1672521906,2022-12-31 21:25,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672521968,2022-12-31 21:26,1672521972,2022-12-31 21:26,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672522063,2022-12-31 21:27,1672522068,2022-12-31 21:27,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672522087,2022-12-31 21:28,1672522091,2022-12-31 21:28,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672522352,2022-12-31 21:32,1672522359,2022-12-31 21:32,7,1,1,0,0,7,7,7,1,146:07:00,146:07:00
70a09b5174d07fff,1672522412,2022-12-31 21:33,1672522417,2022-12-31 21:33,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672522848,2022-12-31 21:40,1672522852,2022-12-31 21:40,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672523078,2022-12-31 21:44,1672523083,2022-12-31 21:44,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672523159,2022-12-31 21:45,1672523164,2022-12-31 21:46,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672523568,2022-12-31 21:52,1672523572,2022-12-31 21:52,4,1,1,0,0,4,4,4,1,146:04:00,146:04:00
70a09b5174d07fff,1672523734,2022-12-31 21:55,1672523739,2022-12-31 21:55,5,1,1,0,0,5,5,5,1,146:05:00,146:05:00
70a09b5174d07fff,1672523747,2022-12-31 21:55,1672523758,2022-12-31 21:55,11,1,1,0,0,11,11,11,1,146:11:00,146:11:00
70a09b5174d07fff,1672617600,2023-01-02 0:00,1672627179,2023-01-02 2:39,9579,1,1,0,0,9579,9579,9579,1,148:9579,148:9579
70a09b5174d07fff,1672627664,2023-01-02 2:47,1672627669,2023-01-02 2:47,5,1,1,0,0,5,5,5,1,148:05:00,148:05:00
70a09b5174d07fff,1672628732,2023-01-02 3:05,1672628735,2023-01-02 3:05,3,1,1,0,0,3,3,3,1,148:03:00,148:03:00
70a09b5174d07fff,1672629535,2023-01-02 3:18,1672629541,2023-01-02 3:19,6,1,1,0,0,6,6,6,1,148:06:00,148:06:00
70a09b5174d07fff,1672629595,2023-01-02 3:19,1672629599,2023-01-02 3:19,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672629605,2023-01-02 3:20,1672629610,2023-01-02 3:20,5,1,1,0,0,5,5,5,1,148:05:00,148:05:00
70a09b5174d07fff,1672629776,2023-01-02 3:22,1672629781,2023-01-02 3:23,5,1,1,0,0,5,5,5,1,148:05:00,148:05:00
70a09b5174d07fff,1672629862,2023-01-02 3:24,1672629866,2023-01-02 3:24,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672629953,2023-01-02 3:25,1672629957,2023-01-02 3:25,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672630472,2023-01-02 3:34,1672630476,2023-01-02 3:34,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672632027,2023-01-02 4:00,1672632031,2023-01-02 4:00,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672632337,2023-01-02 4:05,1672632342,2023-01-02 4:05,5,1,1,0,0,5,5,5,1,148:05:00,148:05:00
70a09b5174d07fff,1672632391,2023-01-02 4:06,1672632395,2023-01-02 4:06,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672632847,2023-01-02 4:14,1672632850,2023-01-02 4:14,3,1,1,0,0,3,3,3,1,148:03:00,148:03:00
70a09b5174d07fff,1672634546,2023-01-02 4:42,1672634552,2023-01-02 4:42,6,1,1,0,0,6,6,6,1,148:06:00,148:06:00
70a09b5174d07fff,1672635754,2023-01-02 5:02,1672635758,2023-01-02 5:02,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672636529,2023-01-02 5:15,1672636534,2023-01-02 5:15,5,1,1,0,0,5,5,5,1,148:05:00,148:05:00
70a09b5174d07fff,1672637786,2023-01-02 5:36,1672637790,2023-01-02 5:36,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672638571,2023-01-02 5:49,1672638575,2023-01-02 5:49,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672639236,2023-01-02 6:00,1672639297,2023-01-02 6:01,61,1,1,0,0,61,61,61,1,148:61,148:61
70a09b5174d07fff,1672639952,2023-01-02 6:12,1672639957,2023-01-02 6:12,5,1,1,0,0,5,5,5,1,148:05:00,148:05:00
70a09b5174d07fff,1672640166,2023-01-02 6:16,1672640170,2023-01-02 6:16,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672640448,2023-01-02 6:20,1672640454,2023-01-02 6:20,6,1,1,0,0,6,6,6,1,148:06:00,148:06:00
70a09b5174d07fff,1672641006,2023-01-02 6:30,1672641010,2023-01-02 6:30,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672641045,2023-01-02 6:30,1672641048,2023-01-02 6:30,3,1,1,0,0,3,3,3,1,148:03:00,148:03:00
70a09b5174d07fff,1672641051,2023-01-02 6:30,1672641056,2023-01-02 6:30,5,1,1,0,0,5,5,5,1,148:05:00,148:05:00
70a09b5174d07fff,1672641218,2023-01-02 6:33,1672641221,2023-01-02 6:33,3,1,1,0,0,3,3,3,1,148:03:00,148:03:00
70a09b5174d07fff,1672641405,2023-01-02 6:36,1672641410,2023-01-02 6:36,5,1,1,0,0,5,5,5,1,148:05:00,148:05:00
70a09b5174d07fff,1672642838,2023-01-02 7:00,1672642840,2023-01-02 7:00,2,1,1,0,0,2,2,2,1,148:02:00,148:02:00
70a09b5174d07fff,1672643572,2023-01-02 7:12,1672643576,2023-01-02 7:12,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
70a09b5174d07fff,1672644607,2023-01-02 7:30,1672644615,2023-01-02 7:30,8,1,1,0,0,8,8,8,1,148:08:00,148:08:00
70a09b5174d07fff,1672644618,2023-01-02 7:30,1672644623,2023-01-02 7:30,5,1,1,0,0,5,5,5,1,148:05:00,148:05:00
70a09b5174d07fff,1672644822,2023-01-02 7:33,1672644826,2023-01-02 7:33,4,1,1,0,0,4,4,4,1,148:04:00,148:04:00
