device_id,screen_on_timestamp_unix,screen_on_timestamp_dt,screen_off_timestamp_unix,screen_off_timestamp_dt,screen_duration,unique_foreground_app_count,foreground_app_count,foreground_app_switch_count,foreground_app_switch_per_hour,foreground_app_duration_sum,foreground_app_duration_mean,unique_foreground_app_duration_max,concentration_ratio,foreground_apps_and_durations,unique_foreground_apps_and_durations
10270b8780270b80,1669112883,2022-11-22 10:28,1669112898,2022-11-22 10:28,15,2,3,2,480,15,5,9,0.6,152:4|148:9|152:2,148:9|152:6
10270b8780270b80,1669112911,2022-11-22 10:28,1669112913,2022-11-22 10:28,2,1,1,0,0,2,2,2,1,152:02:00,152:02:00
10270b8780270b80,1669112926,2022-11-22 10:28,1669112937,2022-11-22 10:28,11,1,1,0,0,11,11,11,1,152:11:00,152:11:00
10270b8780270b80,1669112941,2022-11-22 10:29,1669113792,2022-11-22 10:43,851,4,14,13,54.99412456,849,60.64285714,492,0.5795053,152:85|148:100|144:30|148:149|144:2|46:8|152:11|46:60|148:182|152:61|148:35|152:98|148:26|152:2,148:492|152:257|46:68|144:32
10270b8780270b80,1669113822,2022-11-22 10:43,1669113836,2022-11-22 10:43,14,1,1,0,0,14,14,14,1,152:14:00,152:14:00
10270b8780270b80,1669113880,2022-11-22 10:44,1669114560,2022-11-22 10:56,680,2,7,6,31.76470588,680,97.14285714,489,0.719117647,152:12|148:156|152:214|148:5|152:111|148:30|152:152,152:489|148:191
10270b8780270b80,1669114579,2022-11-22 10:56,1669116532,2022-11-22 11:28,1953,7,21,20,36.86635945,1953,93,893,0.457245264,152:6|148:36|152:66|148:222|152:32|148:2|152:102|148:137|152:16|164:31|152:253|144:15|145:53|144:2|156:258|200:42|156:149|152:414|144:45|148:68|152:4,152:893|148:465|156:407|144:62|145:53|200:42|164:31
10270b8780270b80,1669116551,2022-11-22 11:29,1669116555,2022-11-22 11:29,4,1,1,0,0,4,4,4,1,152:04:00,152:04:00
10270b8780270b80,1669116657,2022-11-22 11:30,1669116663,2022-11-22 11:31,6,2,2,1,600,6,3,5,0.833333333,152:5|148:1,152:5|148:1
10270b8780270b80,1669116668,2022-11-22 11:31,1669118920,2022-11-22 12:08,2252,5,10,9,14.38721137,2252,225.2,1770,0.785968028,148:2|152:1082|159:283|152:595|157:43|152:57|144:35|148:41|144:78|152:36,152:1770|159:283|144:113|148:43|157:43
10270b8780270b80,1669119007,2022-11-22 12:10,1669119010,2022-11-22 12:10,3,1,1,0,0,3,3,3,1,152:03:00,152:03:00
10270b8780270b80,1669119119,2022-11-22 12:11,1669119121,2022-11-22 12:12,2,1,1,0,0,2,2,2,1,152:02:00,152:02:00
10270b8780270b80,1669119124,2022-11-22 12:12,1669119126,2022-11-22 12:12,2,1,1,0,0,2,2,2,1,152:02:00,152:02:00
10270b8780270b80,1669119197,2022-11-22 12:13,1669119203,2022-11-22 12:13,6,2,2,1,600,6,3,3,0.5,152:3|148:3,148:3|152:3
10270b8780270b80,1669119206,2022-11-22 12:13,1669119211,2022-11-22 12:13,5,1,1,0,0,5,5,5,1,148:05:00,148:05:00
10270b8780270b80,1669119341,2022-11-22 12:15,1669119344,2022-11-22 12:15,3,1,1,0,0,3,3,3,1,148:03:00,148:03:00
10270b8780270b80,1669119514,2022-11-22 12:18,1669119526,2022-11-22 12:18,12,2,2,1,300,12,6,10,0.833333333,175:2|152:10,152:10|175:2
10270b8780270b80,1669119711,2022-11-22 12:21,1669119714,2022-11-22 12:21,3,1,1,0,0,3,3,3,1,152:03:00,152:03:00
10270b8780270b80,1669120030,2022-11-22 12:27,1669120032,2022-11-22 12:27,2,1,1,0,0,2,2,2,1,152:02:00,152:02:00
10270b8780270b80,1669120041,2022-11-22 12:27,1669120044,2022-11-22 12:27,3,1,1,0,0,3,3,3,1,152:03:00,152:03:00
10270b8780270b80,1669120183,2022-11-22 12:29,1669120190,2022-11-22 12:29,7,1,1,0,0,7,7,7,1,152:07:00,152:07:00
10270b8780270b80,1669120251,2022-11-22 12:30,1669120254,2022-11-22 12:30,3,1,1,0,0,3,3,3,1,152:03:00,152:03:00
10270b8780270b80,1669120304,2022-11-22 12:31,1669120436,2022-11-22 12:33,132,5,9,8,218.1818182,131,14.55555556,69,0.526717557,152:3|148:3|144:2|148:4|154:11|144:24|147:69|144:2|148:13,147:69|144:28|148:20|154:11|152:3
10270b8780270b80,1669120488,2022-11-22 12:34,1669120621,2022-11-22 12:37,133,4,5,4,108.2706767,131,26.2,88,0.671755725,144:15|147:40|46:4|147:48|148:24,147:88|148:24|144:15|46:4
10270b8780270b80,1669120657,2022-11-22 12:37,1669120902,2022-11-22 12:41,245,3,6,5,73.46938776,245,40.83333333,141,0.575510204,144:6|148:54|144:2|147:141|144:2|148:40,147:141|148:94|144:10
10270b8780270b80,1669120907,2022-11-22 12:41,1669120909,2022-11-22 12:41,2,1,1,0,0,2,2,2,1,148:02:00,148:02:00
10270b8780270b80,1669121133,2022-11-22 12:45,1669121183,2022-11-22 12:46,50,2,2,1,72,50,25,46,0.92,148:46|144:4,148:46|144:4
10270b8780270b80,1669121496,2022-11-22 12:51,1669121839,2022-11-22 12:57,343,4,5,4,41.98250729,342,68.4,261,0.763157895,144:3|148:52|147:24|144:2|46:261,46:261|148:52|147:24|144:5
10270b8780270b80,1669121997,2022-11-22 12:59,1669122027,2022-11-22 13:00,30,4,6,5,600,30,5,16,0.533333333,46:5|147:3|46:2|157:2|148:16|46:2,148:16|46:9|147:3|157:2
10270b8780270b80,1669122074,2022-11-22 13:01,1669122101,2022-11-22 13:01,27,4,5,4,533.3333333,27,5.4,19,0.703703704,46:11|164:4|159:3|46:8|144:1,46:19|164:4|159:3|144:1
10270b8780270b80,1669122104,2022-11-22 13:01,1669122107,2022-11-22 13:01,3,1,1,0,0,3,3,3,1,144:03:00,144:03:00
10270b8780270b80,1669122342,2022-11-22 13:05,1669122437,2022-11-22 13:07,95,1,1,0,0,95,95,95,1,144:95,144:95
10270b8780270b80,1669122531,2022-11-22 13:08,1669122549,2022-11-22 13:09,18,2,3,2,400,18,6,10,0.555555556,144:9|197:8|144:1,144:10|197:8
10270b8780270b80,1669122647,2022-11-22 13:10,1669122693,2022-11-22 13:11,46,3,4,3,234.7826087,46,11.5,35,0.760869565,144:5|153:4|148:35|144:2,148:35|144:7|153:4
10270b8780270b80,1669122762,2022-11-22 13:12,1669122790,2022-11-22 13:13,28,2,3,2,257.1428571,28,9.333333333,20,0.714285714,144:17|148:8|144:3,144:20|148:8
10270b8780270b80,1669122916,2022-11-22 13:15,1669122922,2022-11-22 13:15,6,1,1,0,0,6,6,6,1,144:06:00,144:06:00
10270b8780270b80,1669122949,2022-11-22 13:15,1669122991,2022-11-22 13:16,42,2,3,2,171.4285714,42,14,26,0.619047619,144:5|148:26|144:11,148:26|144:16
10270b8780270b80,1669123064,2022-11-22 13:17,1669123158,2022-11-22 13:19,94,3,5,4,153.1914894,94,18.8,61,0.64893617,144:5|148:61|144:12|147:14|144:2,148:61|144:19|147:14
10270b8780270b80,1669123238,2022-11-22 13:20,1669123262,2022-11-22 13:21,24,2,2,1,150,24,12,17,0.708333333,144:7|147:17,147:17|144:7
10270b8780270b80,1669123325,2022-11-22 13:22,1669123329,2022-11-22 13:22,4,1,1,0,0,4,4,4,1,147:04:00,147:04:00
10270b8780270b80,1669123455,2022-11-22 13:24,1669123461,2022-11-22 13:24,6,1,1,0,0,6,6,6,1,147:06:00,147:06:00
10270b8780270b80,1669123737,2022-11-22 13:28,1669123782,2022-11-22 13:29,45,4,6,5,400,45,7.5,17,0.377777778,147:15|148:13|144:2|147:2|158:9|144:4,147:17|148:13|158:9|144:6
10270b8780270b80,1669123883,2022-11-22 13:31,1669123886,2022-11-22 13:31,3,1,1,0,0,3,3,3,1,147:03:00,147:03:00
10270b8780270b80,1669124016,2022-11-22 13:33,1669124041,2022-11-22 13:34,25,1,1,0,0,25,25,25,1,147:25:00,147:25:00
10270b8780270b80,1669124203,2022-11-22 13:36,1669124206,2022-11-22 13:36,3,1,1,0,0,3,3,3,1,147:03:00,147:03:00
10270b8780270b80,1669124307,2022-11-22 13:38,1669125502,2022-11-22 13:58,1195,6,12,11,33.13807531,1194,99.5,864,0.72361809,147:4|165:55|144:43|165:39|144:11|165:67|170:144|164:15|165:2|170:720|148:92|144:2,170:864|165:163|148:92|144:56|164:15|147:4
10270b8780270b80,1669125504,2022-11-22 13:58,1669126572,2022-11-22 14:16,1068,7,14,13,43.82022472,1066,76.14285714,702,0.658536585,144:6|170:127|147:9|144:214|170:73|148:9|144:4|170:502|165:4|144:2|158:9|147:16|144:40|159:51,170:702|144:266|159:51|147:25|148:9|158:9|165:4
10270b8780270b80,1669126890,2022-11-22 14:21,1669126952,2022-11-22 14:22,62,6,8,7,406.4516129,61,7.625,24,0.393442623,170:8|147:5|158:6|144:4|159:10|144:3|46:24|144:1,46:24|159:10|144:8|170:8|158:6|147:5
10270b8780270b80,1669127026,2022-11-22 14:23,1669127029,2022-11-22 14:23,3,1,1,0,0,3,3,3,1,144:03:00,144:03:00
10270b8780270b80,1669127280,2022-11-22 14:28,1669127288,2022-11-22 14:28,8,1,1,0,0,8,8,8,1,144:08:00,144:08:00
10270b8780270b80,1669127709,2022-11-22 14:35,1669127720,2022-11-22 14:35,11,1,1,0,0,11,11,11,1,144:11:00,144:11:00
10270b8780270b80,1669128366,2022-11-22 14:46,1669128370,2022-11-22 14:46,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
10270b8780270b80,1669128548,2022-11-22 14:49,1669128578,2022-11-22 14:49,30,2,3,2,240,30,10,18,0.6,144:11|148:18|144:1,148:18|144:12
10270b8780270b80,1669128876,2022-11-22 14:54,1669131668,2022-11-22 15:41,2792,10,50,49,63.18051576,2784,55.68,639,0.229525862,144:4|147:56|144:22|46:62|148:13|46:2|144:2|46:9|144:25|154:192|144:31|147:121|158:12|147:94|144:1|147:14|46:172|154:43|148:186|154:91|148:19|154:3|148:9|154:310|144:7|147:78|46:143|147:3|46:66|160:90|46:47|148:104|144:41|148:26|144:16|158:11|159:4|144:42|147:73|144:3|148:9|149:8|148:49|149:1|144:12|147:72|144:3|201:63|148:29|201:291,154:639|147:511|46:501|148:444|201:354|144:209|160:90|158:23|149:9|159:4
10270b8780270b80,1669131807,2022-11-22 15:43,1669131809,2022-11-22 15:43,2,1,1,0,0,2,2,2,1,201:02:00,201:02:00
10270b8780270b80,1669131849,2022-11-22 15:44,1669131854,2022-11-22 15:44,5,1,1,0,0,5,5,5,1,201:05:00,201:05:00
10270b8780270b80,1669131936,2022-11-22 15:45,1669132462,2022-11-22 15:54,526,1,1,0,0,526,526,526,1,201:526,201:526
10270b8780270b80,1669132626,2022-11-22 15:57,1669138328,2022-11-22 17:32,5702,12,43,42,26.51701157,5699,132.5348837,958,0.168099667,201:21|46:353|160:56|144:1|160:1|144:5|196:614|147:20|144:403|151:286|160:120|144:4|151:5|148:639|160:165|46:322|144:8|154:14|148:26|154:390|147:44|144:2|46:118|144:29|158:7|144:123|157:625|154:505|164:588|148:27|154:49|144:3|148:27|164:1|148:7|144:2|201:22|46:2|201:6|148:9|201:18|148:29|201:3,154:958|46:795|148:764|157:625|196:614|164:589|144:580|160:342|151:291|201:70|147:64|158:7
10270b8780270b80,1669138369,2022-11-22 17:32,1669138751,2022-11-22 17:39,382,4,6,5,47.12041885,382,63.66666667,193,0.505235602,201:6|148:7|144:4|197:193|148:111|144:61,197:193|148:118|144:65|201:6
10270b8780270b80,1669138787,2022-11-22 17:39,1669138952,2022-11-22 17:42,165,2,5,4,87.27272727,165,33,84,0.509090909,144:7|148:43|144:75|148:38|144:2,144:84|148:81
10270b8780270b80,1669139011,2022-11-22 17:43,1669139022,2022-11-22 17:43,11,1,1,0,0,11,11,11,1,144:11:00,144:11:00
10270b8780270b80,1669139122,2022-11-22 17:45,1669139131,2022-11-22 17:45,9,1,1,0,0,9,9,9,1,144:09:00,144:09:00
10270b8780270b80,1669139274,2022-11-22 17:47,1669139557,2022-11-22 17:52,283,5,9,8,101.7667845,282,31.33333333,110,0.390070922,144:29|167:23|144:79|148:66|144:2|166:11|152:6|148:10|152:56,144:110|148:76|152:62|167:23|166:11
10270b8780270b80,1669140535,2022-11-22 18:08,1669140547,2022-11-22 18:09,12,2,2,1,300,12,6,10,0.833333333,152:10|148:2,152:10|148:2
10270b8780270b80,1669140783,2022-11-22 18:13,1669140805,2022-11-22 18:13,22,2,3,2,327.2727273,22,7.333333333,18,0.818181818,148:4|159:4|148:14,148:18|159:4
10270b8780270b80,1669140913,2022-11-22 18:15,1669140918,2022-11-22 18:15,5,1,1,0,0,5,5,5,1,148:05:00,148:05:00
10270b8780270b80,1669141126,2022-11-22 18:18,1669141137,2022-11-22 18:18,11,1,1,0,0,11,11,11,1,148:11:00,148:11:00
10270b8780270b80,1669141377,2022-11-22 18:22,1669141392,2022-11-22 18:23,15,3,3,2,480,15,5,7,0.466666667,148:7|164:2|160:6,148:7|160:6|164:2
10270b8780270b80,1669142685,2022-11-22 18:44,1669142692,2022-11-22 18:44,7,1,1,0,0,7,7,7,1,160:07:00,160:07:00
10270b8780270b80,1669142738,2022-11-22 18:45,1669144773,2022-11-22 19:19,2035,5,15,14,24.76658477,2035,135.6666667,1471,0.722850123,160:8|152:16|148:266|152:2|148:24|152:2|147:157|144:1|147:4|144:2|160:274|148:63|160:1186|148:27|160:3,160:1471|148:380|147:161|152:20|144:3
10270b8780270b80,1669144789,2022-11-22 19:19,1669145864,2022-11-22 19:37,1075,6,14,13,43.53488372,1072,76.57142857,446,0.416044776,160:446|148:108|144:2|147:15|158:12|148:48|144:29|147:150|148:51|144:8|147:22|158:12|46:153|148:16,160:446|148:223|147:187|46:153|144:39|158:24
10270b8780270b80,1669146138,2022-11-22 19:42,1669146258,2022-11-22 19:44,120,2,3,2,60,120,40,63,0.525,144:10|148:63|144:47,148:63|144:57
10270b8780270b80,1669146306,2022-11-22 19:45,1669146309,2022-11-22 19:45,3,1,1,0,0,3,3,3,1,144:03:00,144:03:00
10270b8780270b80,1669146328,2022-11-22 19:45,1669146353,2022-11-22 19:45,25,2,3,2,288,25,8.333333333,20,0.8,144:2|148:20|144:3,148:20|144:5
10270b8780270b80,1669146419,2022-11-22 19:46,1669146423,2022-11-22 19:47,4,1,1,0,0,4,4,4,1,144:04:00,144:04:00
10270b8780270b80,1669146758,2022-11-22 19:52,1669146761,2022-11-22 19:52,3,1,1,0,0,3,3,3,1,144:03:00,144:03:00
10270b8780270b80,1669146921,2022-11-22 19:55,1669147555,2022-11-22 20:05,634,4,13,12,68.13880126,634,48.76923077,427,0.673501577,144:3|148:239|144:1|148:7|144:134|148:39|144:6|46:31|148:135|144:4|147:26|148:7|144:2,148:427|144:150|46:31|147:26
10270b8780270b80,1669147568,2022-11-22 20:06,1669147864,2022-11-22 20:11,296,3,6,5,60.81081081,296,49.33333333,249,0.841216216,144:4|148:4|196:40|148:36|196:209|148:3,196:249|148:43|144:4
10270b8780270b80,1669147952,2022-11-22 20:12,1669148307,2022-11-22 20:18,355,3,4,3,30.42253521,355,88.75,297,0.836619718,148:3|196:2|148:53|144:297,144:297|148:56|196:2
10270b8780270b80,1669148333,2022-11-22 20:18,1669149854,2022-11-22 20:44,1521,5,8,7,16.56804734,1521,190.125,863,0.567389875,144:6|148:40|144:3|197:179|185:3|197:140|144:854|196:296,144:863|197:319|196:296|148:40|185:3
10270b8780270b80,1669149980,2022-11-22 20:46,1669149983,2022-11-22 20:46,3,1,1,0,0,3,3,3,1,196:03:00,196:03:00
10270b8780270b80,1669150044,2022-11-22 20:47,1669151250,2022-11-22 21:07,1206,7,12,11,32.8358209,1205,100.4166667,903,0.749377593,196:5|144:2|197:374|198:3|197:12|148:67|197:517|148:142|144:2|147:4|158:8|144:69,197:903|148:209|144:73|158:8|196:5|147:4|198:3
10270b8780270b80,1669151365,2022-11-22 21:09,1669151387,2022-11-22 21:09,22,2,3,2,327.2727273,22,7.333333333,20,0.909090909,147:5|148:2|147:15,147:20|148:2
10270b8780270b80,1669151495,2022-11-22 21:11,1669151499,2022-11-22 21:11,4,1,1,0,0,4,4,4,1,147:04:00,147:04:00
10270b8780270b80,1669151527,2022-11-22 21:12,1669151534,2022-11-22 21:12,7,1,1,0,0,7,7,7,1,147:07:00,147:07:00
10270b8780270b80,1669151547,2022-11-22 21:12,1669152064,2022-11-22 21:21,517,4,5,4,27.85299807,516,103.2,459,0.889534884,147:44|197:459|144:3|148:7|144:3,197:459|147:44|148:7|144:6
10270b8780270b80,1669152274,2022-11-22 21:24,1669154949,2022-11-22 22:09,2675,7,32,31,41.71962617,2673,83.53125,1351,0.505424617,144:2|148:36|144:4|147:25|148:36|147:2|144:4|147:3|158:4|144:5|46:50|148:28|197:452|148:332|147:8|148:2|147:2|197:899|144:29|148:5|144:19|46:103|148:92|144:4|183:74|148:95|183:37|144:5|148:10|144:164|148:135|144:7,197:1351|148:771|144:243|46:153|183:111|147:40|158:4
10270b8780270b80,1669155100,2022-11-22 22:11,1669155102,2022-11-22 22:11,2,1,1,0,0,2,2,2,1,144:02:00,144:02:00
10270b8780270b80,1669155119,2022-11-22 22:11,1669155566,2022-11-22 22:19,447,2,3,2,16.10738255,447,149,442,0.988814318,144:4|154:442|144:1,154:442|144:5
10270b8780270b80,1669155664,2022-11-22 22:21,1669157972,2022-11-22 22:59,2308,11,31,30,46.79376083,2305,74.35483871,1203,0.521908894,144:7|46:15|197:318|148:19|147:19|158:6|154:1|158:4|148:17|144:12|46:3|144:2|46:42|148:27|46:102|144:37|159:44|173:3|159:82|144:3|197:882|185:1|197:3|144:13|147:14|158:4|144:2|148:391|144:3|160:154|147:75,197:1203|148:454|46:162|160:154|159:126|147:108|144:79|158:14|173:3|154:1|185:1
10270b8780270b80,1669158031,2022-11-22 23:00,1669158034,2022-11-22 23:00,3,1,1,0,0,3,3,3,1,147:03:00,147:03:00
10270b8780270b80,1669158085,2022-11-22 23:01,1669158088,2022-11-22 23:01,3,1,1,0,0,3,3,3,1,147:03:00,147:03:00
10270b8780270b80,1669158217,2022-11-22 23:03,1669158220,2022-11-22 23:03,3,1,1,0,0,3,3,3,1,147:03:00,147:03:00
10270b8780270b80,1669158334,2022-11-22 23:05,1669158337,2022-11-22 23:05,3,1,1,0,0,3,3,3,1,147:03:00,147:03:00
10270b8780270b80,1669158458,2022-11-22 23:07,1669158582,2022-11-22 23:09,124,4,5,4,116.1290323,123,24.6,68,0.552845528,147:25|144:2|172:11|148:68|147:17,148:68|147:42|172:11|144:2
10270b8780270b80,1669158584,2022-11-22 23:09,1669158605,2022-11-22 23:10,21,1,1,0,0,21,21,21,1,147:21:00,147:21:00
10270b8780270b80,1669158737,2022-11-22 23:12,1669158835,2022-11-22 23:13,98,3,3,2,73.46938776,97,32.33333333,90,0.927835052,147:6|197:90|144:1,197:90|147:6|144:1
59354710267a25e7,1672963201,2023-01-06 0:00,1672964678,2023-01-06 0:24,1477,3,9,8,19.49898443,1476,164,1456,0.986449864,171:8|49:1378|145:3|49:8|145:3|49:29|145:2|49:41|145:4,49:1456|145:12|171:8
59354710267a25e7,1672964702,2023-01-06 0:25,1672964707,2023-01-06 0:25,5,1,1,0,0,5,5,5,1,145:05:00,145:05:00
59354710267a25e7,1672964720,2023-01-06 0:25,1672965000,2023-01-06 0:30,280,2,2,1,12.85714286,280,140,264,0.942857143,145:16|154:264,154:264|145:16
59354710267a25e7,1672965001,2023-01-06 0:30,1672965005,2023-01-06 0:30,4,1,1,0,0,4,4,4,1,154:04:00,154:04:00
59354710267a25e7,1672965010,2023-01-06 0:30,1672965018,2023-01-06 0:30,8,1,1,0,0,8,8,8,1,154:08:00,154:08:00
59354710267a25e7,1672965034,2023-01-06 0:30,1672965047,2023-01-06 0:30,13,1,1,0,0,13,13,13,1,154:13:00,154:13:00
59354710267a25e7,1672965050,2023-01-06 0:30,1672969541,2023-01-06 1:45,4491,6,14,13,10.42084168,4491,320.7857143,2253,0.501670007,154:282|145:1|154:693|145:9|160:4|151:3|160:724|145:4|176:506|145:3|174:1844|145:2|174:409|145:7,174:2253|154:975|160:728|176:506|145:26|151:3
59354710267a25e7,1672969554,2023-01-06 1:45,1672969556,2023-01-06 1:45,2,1,1,0,0,2,2,2,1,145:02:00,145:02:00
59354710267a25e7,1672970060,2023-01-06 1:54,1672970067,2023-01-06 1:54,7,1,1,0,0,7,7,7,1,145:07:00,145:07:00
59354710267a25e7,1672970080,2023-01-06 1:54,1672970082,2023-01-06 1:54,2,1,1,0,0,2,2,2,1,145:02:00,145:02:00
59354710267a25e7,1672970107,2023-01-06 1:55,1672970135,2023-01-06 1:55,28,2,3,2,257.1428571,28,9.333333333,18,0.642857143,145:12|177:10|145:6,145:18|177:10
59354710267a25e7,1672999202,2023-01-06 10:00,1672999214,2023-01-06 10:00,12,2,3,2,600,12,4,9,0.75,145:1|177:9|145:2,177:9|145:3
59354710267a25e7,1672999509,2023-01-06 10:05,1673002090,2023-01-06 10:48,2581,10,31,30,41.84424642,2580,83.22580645,2075,0.804263566,145:5|151:8|145:17|155:20|168:67|145:3|148:30|168:10|145:27|155:21|150:2|148:20|145:5|179:87|145:56|49:552|145:4|155:11|49:71|167:1|49:371|145:3|148:67|49:1046|167:1|49:35|145:3|180:4|145:2|151:5|145:26,49:2075|145:151|148:117|179:87|168:77|155:52|151:13|180:4|150:2|167:2
59354710267a25e7,1673002102,2023-01-06 10:48,1673002107,2023-01-06 10:48,5,1,1,0,0,5,5,5,1,145:05:00,145:05:00
59354710267a25e7,1673002721,2023-01-06 10:58,1673005067,2023-01-06 11:37,2346,4,7,6,9.207161125,2346,335.1428571,1304,0.555839727,145:9|160:989|145:28|174:1304|145:6|177:8|145:2,174:1304|160:989|145:45|177:8
59354710267a25e7,1673005069,2023-01-06 11:37,1673005075,2023-01-06 11:37,6,1,1,0,0,6,6,6,1,145:06:00,145:06:00
59354710267a25e7,1673008501,2023-01-06 12:35,1673009117,2023-01-06 12:45,616,7,16,15,87.66233766,616,38.5,425,0.689935065,145:2|177:9|145:4|151:3|145:22|155:60|145:2|169:10|168:3|155:42|49:19|145:9|155:16|145:3|49:406|155:6,49:425|155:124|145:42|169:10|177:9|151:3|168:3
