,screen_duration,unique_foreground_app_count,foreground_app_count,foreground_app_switch_count,foreground_app_switch_per_hour,foreground_app_duration_sum,foreground_app_duration_mean,unique_foreground_app_duration_max,concentration_ratio
screen_duration,1.0,0.7371594755595505,0.7351236586447383,0.7434757846295925,0.5500001687330757,0.9999969766862098,0.9149351180257079,0.9936078697835561,-0.5398328975813294
unique_foreground_app_count,0.7371594755595505,1.0,0.970846462920865,0.9803214878041401,0.836704837972953,0.7367755205468911,0.4142189994854545,0.6741943084103024,-0.8394133255188291
foreground_app_count,0.7351236586447383,0.970846462920865,1.0,0.9960428545698108,0.7798074032623475,0.7348047055846294,0.4007516804737513,0.6745294962915226,-0.8136557520266717
foreground_app_switch_count,0.7434757846295925,0.9803214878041401,0.9960428545698108,1.0,0.8239719258546672,0.7431284704285023,0.4105582739705986,0.6822083560208551,-0.8284163195466231
foreground_app_switch_per_hour,0.5500001687330757,0.836704837972953,0.7798074032623475,0.8239719258546672,1.0,0.5494293249253556,0.260396803422586,0.48010284513254664,-0.8333269409593168
foreground_app_duration_sum,0.9999969766862098,0.7367755205468911,0.7348047055846294,0.7431284704285023,0.5494293249253556,1.0,0.9151382242592937,0.9936794079359947,-0.5392853881611376
foreground_app_duration_mean,0.9149351180257079,0.4142189994854545,0.4007516804737513,0.4105582739705986,0.260396803422586,0.9151382242592937,1.0,0.9427250107180029,-0.2406468488105014
unique_foreground_app_duration_max,0.9936078697835561,0.6741943084103024,0.6745294962915226,0.6822083560208551,0.48010284513254664,0.9936794079359947,0.9427250107180029,1.0,-0.44215795789711493
concentration_ratio,-0.5398328975813294,-0.8394133255188291,-0.8136557520266717,-0.8284163195466231,-0.8333269409593168,-0.5392853881611376,-0.2406468488105014,-0.44215795789711493,1.0
