k,silhouette,davies_bouldin,inertia
3,0.7053675960267859,0.5505814004651112,110.39848174942298
4,0.6069943753257038,0.7441607679174573,87.49302046389957
5,0.4704785441518985,0.720970198624953,77.54018935056679
6,0.4904116598928573,0.6617674844851827,53.936456562508255
7,0.48940713183432255,0.6867516762189398,44.986069596408186
8,0.5757212203278793,0.6508558696694217,32.8636997189729
